[SCAN]              	playful_bryan (SCAN:07d28ffd932f53936786f398d35fb6620d626e14)	TARGET	(distance-0)
[DNS_NAME]          	widget.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	confluence.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	dataforgood.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	skywardexpress.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	assets.kiwi.com	rapiddns	(a-record, aaaa-record, cloud-amazon, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flyeverywhere.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	carwww.research-antivirus.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	flightguru.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	coronavirus-warning-banner.cofiles.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dvnpeinncov.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	o2.ptr2418.kiwi.com	rapiddns	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	skyway.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	locations-dev.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	virusblockade.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	tracking.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	virusesr.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://stanstedairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	citi-decrypt.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.pavaccine.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://stanstedairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	tmailbox-antivirusadmin.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.holidays.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.hotels.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://dna.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	goopti.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	logg.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fra1.do.consul.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ptr2362.kiwi.com	speculate	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tours.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	interilesair.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	frei-master.fe.staging.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	automation-dev-thekittencovers.ns1.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.surveys-mg.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	stopcovid19.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[URL]               	https://dna.kiwi.com/	httpx	(dir, distance-0, http-title-kiwi-com-dna, in-scope, ip-104-16-192-226, status-200)
[DNS_NAME]          	skypasada.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	graphql.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	automation.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	zamestnancov.cdn1.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	whcovid19.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://jetwaysairlines.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	https://jetwaysairlines.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	magnuson.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	go.kiwi.com	rapiddns	(a-record, aaaa-record, cloud-amazon, cname-record, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	wowair-origin.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	stanstedairport.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	stanstedairport.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	digitally.carwww.research-antivirus.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	stanstedairport.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	wiki.status.research.antivirus.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	automation.automation-dev-thekittencovers.ns1.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	thekittencovers.ns1tudentchallenge.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dna.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	stanstedairport.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	dna.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	virus-removal.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	dna.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	covid-19.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hotels.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.jira-test.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jetwaysairlines.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	log.banana.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	hackathonlogin.status.www.research.vaccine.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	virus.nginx-prod.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	safervaccine.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	virusfighters.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	b2sky.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ep2018.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	balkanthekittencovers.ns1.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jetwaysairlines.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	parking.kiwi.com	rapiddns	(a-record, aaaa-record, cloud-amazon, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[OPEN_TCP_PORT]     	jetwaysairlines.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	skybahamas.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	virus15.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	veniceairport.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	auricair.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tag-manager-preview.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.balkan.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	jetwaysairlines.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	pki.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	hamburgairport.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	dna.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	travel360.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	cafemediscovid19.sa.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	bestmediafileincov.sites.infr.search.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	tag-manager.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.pki.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ipdemat.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	o1.ptr7972.kiwi.com	rapiddns	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tracking-airasia.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ns1-travellingsalesman.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ns1tudentchallenge.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	virus2.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	widgets.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	parking.kiwi.com	massdns	(a-record, aaaa-record, cloud-amazon, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	alpha.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	fe-search-cloud-run.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	smartfaqantivirusadmin.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	pythonweekend.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	sa-comnwww.jira-test.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ns1.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	antivirus.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	design.kiwi.com	urlscan	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	sa.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ns1.pipedoge.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jobs.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	research.vaccine.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.txn-mg.kiwi.com	rapiddns	(a-record, cloud-google, cname-record, distance-0, in-scope, mx-record, ns-record, resolved, soa-record, subdomain, txt-record)
[DNS_NAME]          	lastminute.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	vaccine.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	balkan.kiwi.com	rapiddns	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	virus0316-sveastminutelastminute.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	infr.search.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	diagrams.fr.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	docs.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	beta-kiwibase.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	antivirus.tracking.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	surveys-mg.kiwi.com	rapiddns	(distance-0, in-scope, mx-record, resolved, subdomain, txt-record)
[DNS_NAME]          	154062.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	trackingconfluence-test.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	makalius.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	researchvaccine.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	aerososa.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	vaccineinjury.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	insights.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	anywhere.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tours.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	antivirus.affiliate-www.automation.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	coronavirus.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	takkincover.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	orbit.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bestday.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	newyork.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	url4192.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	beta-a-kiwibase.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	lemon.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	autobooking.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	antivirus-support.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	logg.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	jamesvillasflights.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	red-cougar.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	neocovidev2.sa.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	air-loyaute.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	mailgun.surveys.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	static.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	log.banana.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	geoip-api-cr.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tours.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	virusastminute.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	covid-survey.dataforgood.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	virusassist.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	balkan.kiwi.com	dnsdumpster	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	stanstedairport.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fluggesellschaft.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	o3.ptr2362.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kw-autobooking-es-kibana.automation.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	viruscide.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.rooms.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	design.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.citi-sign.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	auto-emails-kibana.automation.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tequila-api.kiwi.com	dnsdumpster	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	cs-messaging-storage.kiwi.com	dnsdumpster	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	virustracker.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mailgun.surveys-mg.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.surveys-mg.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	merckvaccinesnews-pd.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	hotelexpress.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	widget.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	nizkocenovci-origin.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	theairlinereviewer.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	01.fra1.do.consul.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	app.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www-origin.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bergamolynk.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	confluence.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	graphql.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	jira.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	smartfaq.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	media.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	visitberlin.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	docs.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fe-search-cloud-run.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	volagratis.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	antivirus.trackingpipedoge.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	code.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	beta-balkan.kiwi.com	dnsdumpster	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	parking.kiwi.com	dnsdumpster	(a-record, aaaa-record, cloud-amazon, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	public-documents.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	rooms.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kiwibase.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	orbit.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	static-data-sandbox.kiwi.com	dnsdumpster	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain, txt-record)
[DNS_NAME]          	hotels.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	pki.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	images.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	o4.ptr2806.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	airflamenco.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	holidaypirates.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	jobs.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	playtravel.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	widgets.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tequila-fe.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bravofly.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	hamburgairport.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	goopti.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.surveys-mg.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	lastminutede.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	o1.ptr7972.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	static-data.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	graphql-cr.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	banana.kiwi.com	leakix	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	fe-sandbox.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.txn-mg.kiwi.com	leakix	(a-record, cloud-google, cname-record, distance-0, in-scope, mx-record, ns-record, resolved, soa-record, subdomain, txt-record)
[DNS_NAME]          	geoip-api-cr.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.txn-ov.kiwi.com	crt	(a-record, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	partners.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	graphql.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	traveltobrno.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	design.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	b2sky.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	viamilano.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	skypasada.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	veniceairport.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	hotelexpress.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	gmairlines.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	summercamp.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
